UserID,UserAction,DateUTC,Tab_URL,Tab_Title,Tab_BodyText,Clipboard,Scroll_YAxisSpeed,Scroll_VisibleText,Scroll_ViewPort_XAxisScroll,Scroll_ViewPort_YAxisScroll,Scroll_ViewPort_XAxisScrollRate,Scroll_ViewPort_YAxisScrollRate,Scroll_ViewPort_ViewPortWidth,Scroll_ViewPort_ViewPortHeight,Scroll_ViewPort_DocumentWidth,Scroll_ViewPort_DocumentHeight
a240f511-aca9-4025-86af-b4856a735bd4,TabUpdate,2022-08-26T14:39:24.492Z,https://ubi-naist.github.io/TrackThink/en/usage,Manual | TrackThink,"TrackThink | Manual
Browser usage logger for research purposes.
Home How to use Privacy Download

日本語版

User Manual of TrackThink
Overview

TrackThink was build with privacy as the first issue to keep in mind. Therefore, along with the logging functionalities, the user can edit the logs and remove the ones that he/she wants to hide.

The extension can be disabled from the extension page of the browser (Chrome, Bave, and Vivaldi). However, if by accident the user visited website that are not related to solving programming problems, he/she can remove these logs. Later, the user can download the logs in a csv file and can even proceed to more editing for a total protection of the user’s privacy.

If you want to know more about our privacy policy and handling of data please look at the privacy policy page.

Workflow

The purpose of the experiment is to track how the user searches for solutions of programming problems. Therefore, the experiment workflow is as follow:

Install and activate the extension
Input your name (More details later)
Proceed to use the browser normally
By the end of the experiment, the user can check the logs
Select the unwanted logs to remove them
Export the logs
Submit the logs to the professor / research assistant
Accessing the extension

Depending on your version of the browser, you should have a button for all extension on the top right corner. From there, you can select the TrackThink extension to access its status.

Setting up the username

From the extension popup, the user can set up the username as shown below:

Accessing the configuration page

From the configuration page you can check the logs, remove some of them, change the username or access advanced options (restricted only for research assistants). To access the configuration page follow the instructions below:

Deleting undesired logs

In the configuration page, the user can check all the logged URLs and manage them. The logs are shown in a datatable that offers the possibility to filter and order the logs. Single item and multiple items deletes are available.

To search then remove undesired logs you can follow the instructions below:

Download the logs

Downloading the logs is possible from the extension popup or from the configuration page. Please note that the username must be defined before downloading the logs. As an example, the following instructions show how to download the logs from the popup:

Then the file should appear in the downloaded list.

Contact

If you have any question about the extension or the handling of personal information, please contact us at the email address below. Email address：ubi.es.naist@gmail.com

Last updated

2021/07/21

TrackThink is maintained by ubi-naist.
This page was generated by GitHub Pages.",,,,,,,,,,,
a240f511-aca9-4025-86af-b4856a735bd4,TabUpdate,2022-08-26T14:39:28.210Z,https://accounts.google.com/v3/signin/identifier?dsh=S-301438934%3A1661524763824113&continue=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSc49RpqeQSCvQcsuEk9igiotfWsSe0X7oV30Vhfdf6guVjIxg%2Fviewform&followup=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSc49RpqeQSCvQcsuEk9igiotfWsSe0X7oV30Vhfdf6guVjIxg%2Fviewform&ltmpl=forms&osid=1&passive=1209600&service=wise&flowName=GlifWebSignIn&flowEntry=ServiceLogin&ifkv=AQN2RmVrVgKIsXl7zMSDlSh0Kwjo1VUmMKlh5iQJIw_qIjhxPZvRaH-GxWN36lpK9v6vFHCd1tcS8w,Google Forms : connexion,"Connexion
Accéder à Forms
Adresse e-mail ou numéro de téléphone
Adresse e-mail oubliée ?
S'il ne s'agit pas de votre ordinateur, utilisez le mode Invité pour vous connecter en mode privé. En savoir plus
Suivant
Créer un compte
Français (France)
Aide
Confidentialité
Conditions
Connexion Accéder à Forms",,,,,,,,,,,
a240f511-aca9-4025-86af-b4856a735bd4,TabActivate,2022-08-26T14:39:45.806Z,https://towardsdatascience.com/create-a-word-cloud-with-r-bde3e7422e8a,How to Generate Word Clouds in R. Simple Steps on How and When to Use… | by Céline Van den Rul | Towards Data Science,,,,,,,,,,,,
a240f511-aca9-4025-86af-b4856a735bd4,TabUpdate,2022-08-26T14:39:48.399Z,https://towardsdatascience.com/create-a-word-cloud-with-r-bde3e7422e8a,How to Generate Word Clouds in R. Simple Steps on How and When to Use… | by Céline Van den Rul | Towards Data Science,"Published in

Towards Data Science

Céline Van den Rul

Oct 15, 2019

·
5 min read
How to Generate Word Clouds in R
Simple Steps on How and When to Use Them
The 4 Main Steps to Create Word Clouds

In the following section, I show you 4 simple steps to follow if you want to generate a word cloud with R.

STEP 1: Retrieving the data and uploading the packages

To generate word clouds, you need to download the wordcloud package in R as well as the RcolorBrewer package for the colours. Note that there is also a wordcloud2 package, with a slightly different design and fun applications. I will show you how to use both packages.

install.packages(""wordcloud"")
library(wordcloud)
install.packages(""RColorBrewer"")
library(RColorBrewer)
install.packages(""wordcloud2)
library(wordcloud2)

Most often, word clouds are used to analyse twitter data or a corpus of text. If you’re analysing twitter data, simply upload your data by using the rtweet package (see this article for more info on this). If you’re working on a speech, article or any other type of text, make sure to load your text data as a corpus. A useful way to do this is to use the tm package.

install.packages(""tm"")
library(tm)
#Create a vector containing only the text
text <- data$text
# Create a corpus  
docs <- Corpus(VectorSource(text))
STEP 2: Clean the text data

Cleaning is an essential step to take before you generate your wordcloud. Indeed, for your analysis to bring useful insights, you may want to remove special characters, numbers or punctuation from your text. In addition, you should remove common stop words in order to produce meaningful results and avoid the most common frequent words such as “I” or “the” to appear in the word cloud.

If you’re working with tweets, use the following line of code to clean your text.

gsub(""https\\S*"", """", tweets$text) 
gsub(""@\\S*"", """", tweets$text) 
gsub(""amp"", """", tweets$text) 
gsub(""[\r\n]"", """", tweets$text)
gsub(""[[:punct:]]"", """", data$text)

If you’re working with a corpus, there are several packages you can use to clean your text. The following lines of code show you how to do this using the tm package.

docs <- docs %>%
  tm_map(removeNumbers) %>%
  tm_map(removePunctuation) %>%
  tm_map(stripWhitespace)
docs <- tm_map(docs, content_transformer(tolower))
docs <- tm_map(docs, removeWords, stopwords(""english""))
STEP 3: Create a document-term-matrix

What you want to do as a next step is to have a dataframe containing each word in your first column and their frequency in the second column.

This can be done by creating a document term matrix with the TermDocumentMatrix function from the tm package.

dtm <- TermDocumentMatrix(docs) 
matrix <- as.matrix(dtm) 
words <- sort(rowSums(matrix),decreasing=TRUE) 
df <- data.frame(word = names(words),freq=words)

Alternatively, and especially if you’re using tweets, you can use the tidytext package.

tweets_words <-  tweets %>%
 select(text) %>%
 unnest_tokens(word, text)
words <- tweets_words %>% count(word, sort=TRUE)
STEP 4: Generate the word cloud

The wordcloud package is the most classic way to generate a word cloud. The following line of code shows you how to properly set the arguments. As an example, I chose to work with the speeches given by US Presidents at the United Nations General Assembly.

set.seed(1234) # for reproducibility 
wordcloud(words = df$word, freq = df$freq, min.freq = 1,           max.words=200, random.order=FALSE, rot.per=0.35,            colors=brewer.pal(8, ""Dark2""))

It may happen that your word cloud crops certain words or simply doesn’t show them. If this happens, make sure to add the argument scale=c(3.5,0.25) and play around with the numbers to make the word cloud fit.

Another common mistake with word clouds is to show too many words that have little frequency. If this is the case, make sure to adjust the minimum frequency argument (min.freq=…) in order to render your word cloud more meaningful.

The wordcloud2 package is a bit more fun to use, allowing us to do some more advanced visualisations. For instance, you can choose your wordcloud to appear in a specific shape or even letter (see this vignette for a useful tutorial). As an example, I used the same corpus of UN speeches and generated the two word clouds shown below. Cool, right?

wordcloud2(data=df, size=1.6, color='random-dark')
wordcloud2(data=df, size = 0.7, shape = 'pentagon')
3 Reasons Why You Should Use Word Clouds
Word clouds are killer visualisation tools. They present text data in a simple and clear format, that of a cloud in which the size of the words depends on their respective frequencies. As such, they are visually nice to look at as well as easy and quick to understand.
Word clouds are great communication tools. They are incredibly handy for anyone wishing to communicate a basic insight based on text data — whether it’s to analyse a speech, capture the conversation on social media or report on customer reviews.
Word clouds are insightful. Visually engaging, word clouds allow us to draw several insights quickly, allowing for some flexibility in their interpretation. Their visual format stimulates us to think and draw the best insight depending on what we wish to analyse.
So, When Should I Use Word Clouds?

Yes, word clouds are insightful, great communication and visualisation tools. Nonetheless, they also have their limits and understanding this is key to know when to use them and therefore also when not to.

Word clouds are essentially a descriptive tool. They should therefore only be used to capture basic qualitative insights. Visually attractive, they are a great tool to start a conversation, a presentation or an analysis. However, their analysis is limited to insights that simply don’t have the same calibre as more extensive statistical analysis.

I regularly write articles about Data Science and Natural Language Processing. Follow me on Twitter or Medium to check out more articles like these or simply to keep updated about the next ones. Thanks for reading!

--

4

More from Towards Data Science
Follow

Your home for data science. A Medium publication sharing concepts, ideas and codes.

Read more from Towards Data Science
Recommended from Medium

Yanda

Trend

Pasad Alkont

This article is for informational purposes only. It should not be considered

Acuity Knowledge Partners

Business Intelligence for Customer Lifecycle Management

Rishi Jain

A Voyage to Weighted Moving Averages.

Dave Coker

in

DataDrivenInvestor

Costs more to eat

Ashwani Dhankhar

in

Towards Data Science

Mapping with Matplotlib, Pandas, Geopandas and Basemap in Python

Madali Nabil

Logistic Regression An Overview

Alpha Intelligence Agency

The Agency is..
Get started
Céline Van den Rul
446 Followers

Data Scientist ǀ Natural Language Processing & Social Media Analytics ǀ Twitter: @celine_vdr

Follow
More from Medium

Colin Fraser

Pie Charts Are Good

Yashaswi

Shiny and its Usage in Data Science and Machine Learning Applications

Matteo Courthoud

in

Towards Data Science

How to Compare Two or More Distributions

Timothy Eastridge

Getting Started with R and RStudio

Help

Status

Writers

Blog

Careers

Privacy

Terms

About

Knowable",,,,,,,,,,,
a240f511-aca9-4025-86af-b4856a735bd4,TabActivate,2022-08-26T14:39:48.772Z,"https://datatricks.co.uk/wordclouds-in-r#:~:text=You%20can%20use%20the%20tm,the%E2%80%9D%20and%20%E2%80%9Ca%E2%80%9D.&text=In%20the%20fifth%20line%20above,%E2%80%9D%2C%20%E2%80%9Cand%E2%80%9D%20etc.",Wordclouds in R - Data Tricks,,,,,,,,,,,,
a240f511-aca9-4025-86af-b4856a735bd4,TabUpdate,2022-08-26T14:39:52.222Z,"https://datatricks.co.uk/wordclouds-in-r#:~:text=You%20can%20use%20the%20tm,the%E2%80%9D%20and%20%E2%80%9Ca%E2%80%9D.&text=In%20the%20fifth%20line%20above,%E2%80%9D%2C%20%E2%80%9Cand%E2%80%9D%20etc.",Wordclouds in R - Data Tricks,"Home

Blog

Visualisation

Statistics

Machine Learning

My Account

Wordclouds in R

By Data Tricks, 9 November 2017

Data Art Popular Portfolio Text Tutorial Visualisation

Last year saw the release of a very cool R package, wordcloud2, an interface for wordcloud2.js. In this post we take you through some simple steps to produce a great looking wordcloud from your text documents.

1 Load packages and read in data

Create a folder in your working directory called Texts and save your .txt files here. You can save as many text files are you want as the code will read them all in, however to avoid problems it is best to save your files as .txt files.

rm(list=ls())
setwd(""your_working_directory_path"")
library(wordcloud2)
library(tm)
library(tidytext)

#Read in text file
cname <- file.path(""your_working_directory_path/Texts"")
docs <- Corpus(DirSource(cname))
2 Clean the text files

You can use the tm package to clean up the text files and remove words that you want to exclude from the wordcloud such as “the” and “a”.

#Clean the text file
docs <- tm_map(docs, removePunctuation) #remove punctuation
docs <- tm_map(docs, removeNumbers) #remove numbers
docs <- tm_map(docs, tolower) #convert all characters to lower case
docs <- tm_map(docs, removeWords, stopwords(""english"")) #remove common words
docs <- tm_map(docs, removeWords, c(""will"", ""people"", ""britain"", ""british"", ""country"", ""thats"")) #remove any additional specific words
docs <- tm_map(docs, stripWhitespace) #remove whitespaces
docs <- tm_map(docs, PlainTextDocument) #ensure the document is treated as text

In the fifth line above, stopwords(“english”) provides a list of stop words such as “the”, “and” etc. Any additional words can be removed as in the sixth line above – you might need to go back to this line to add/remove words from the list depending on the result of your wordcloud.

3 Create a document term matrix and convert to a dataframe

The wordcloud2 package requires a dataframe as the input, with words or phrases in the first column and a numerical value (ie. how many times the word appears in the text file) in the second column to depict the size of the words in the wordcloud.

#Create a document term matrix
dtm <- DocumentTermMatrix(docs)

#Convert document term matrix into a dataframe and sort by frequency
df <- tidy(dtm)
df <- df[order(-df$count),c(2,3)]
4 Run the wordcloud

You’re now ready to run the wordcloud. In our example we’ve used the UK Prime Minister’s calamitous speech in Manchester 2017.

wordcloud2(data = df, shape = 'circle')

Tags: data art, tagcloud, text, tidytext, tm, wordcloud, wordcloud2

Leave a reply
Default Comments (0)
Facebook Comments

Your email address will not be published. Required fields are marked *

Comment * 

Name * 

Email * 

Website 

Please note that your first comment on this site will be moderated, after which you will be able to comment freely.

You might also like

The hidden art in pi

June 27, 2019

A series of visualisations created using the ggplot2 package in R and the first million digits of pi.

Data Art

UK population density map in R

July 26, 2018

Create a unique population density map of the UK in R using ggplot2 and geom_point.

Visualising pi

January 20, 2018

Exploring the randomness in pi with a random walk inspired visual

Data Art: London mapped in R

October 17, 2017

Plotting an artistic map of London in R.

Contact

Tel: 07762 104512

Email: info@datatricks.co.uk

Send me a message

My Account

Login

Registration

More

About

Contact

Connect with me on LinkedIn

Join the Facebook group

Follow on Twitter

Privacy policy

Ⓒ Copyright Data Tricks 2020",,,,,,,,,,,
a240f511-aca9-4025-86af-b4856a735bd4,TabUpdate,2022-08-26T14:41:06.803Z,https://www.youtube.com/watch?v=2A4uydnV8sI,Create a Word Cloud in R - YouTube,"Wixで、Web制作を思いのままに | Wix.com
0:00 / 1:28",,,,,,,,,,,
a240f511-aca9-4025-86af-b4856a735bd4,TabActivate,2022-08-26T14:41:24.280Z,https://www.youtube.com/watch?v=2A4uydnV8sI,Create a Word Cloud in R - YouTube,,,,,,,,,,,,
a240f511-aca9-4025-86af-b4856a735bd4,TabActivate,2022-08-26T14:41:36.193Z,https://towardsdatascience.com/create-a-word-cloud-with-r-bde3e7422e8a,How to Generate Word Clouds in R. Simple Steps on How and When to Use… | by Céline Van den Rul | Towards Data Science,,,,,,,,,,,,
a240f511-aca9-4025-86af-b4856a735bd4,WindowScroll,2022-08-26T14:41:36.898Z,https://towardsdatascience.com/create-a-word-cloud-with-r-bde3e7422e8a,How to Generate Word Clouds in R. Simple Steps on How and When to Use… | by Céline Van den Rul | Towards Data Science,,,1.2037135307082875e-11,"undefinedundefinedundefinedundefinedundefinedundefinedPublished in

Towards Data SciencePublished in

Towards Data SciencePublished in

Towards Data SciencePublished in

Towards Data SciencePublished inPublished inTowards Data ScienceTowards Data ScienceCéline Van den Rul

Oct 15, 2019

·
5 min read
·

ListenCéline Van den Rul

Oct 15, 2019

·
5 min read
·

ListenCéline Van den Rul

Oct 15, 2019

·
5 min read
·

ListenCéline Van den Rul

Oct 15, 2019

·
5 min read
·

ListenCéline Van den RulCéline Van den RulCéline Van den RulCéline Van den RulCéline Van den RulOct 15, 2019

·
5 min read
·

ListenOct 15, 2019Oct 15, 2019···5 min readundefinedundefinedundefinedundefinedundefinedHow to Generate Word Clouds in RHow to Generate Word Clouds in RSimple Steps on How and When to Use ThemSimple Steps on How and When to Use ThemThe 4 Main Steps to Create Word CloudsIn the following section, I show you 4 simple steps to follow if you want to generate a word cloud with R.4 simple steps Get started

Sign In

Céline Van den Rul
446 Followers

Data Scientist ǀ Natural Language Processing & Social Media Analytics ǀ Twitter: @celine_vdr

Follow
More from Medium

Colin Fraser

Pie Charts Are Good

Yashaswi

Shiny and its Usage in Data Science and Machine Learning Applications

Matteo Courthoud

in

Towards Data Science

How to Compare Two or More Distributions

Timothy Eastridge

Getting Started with R and RStudio

Help

Status

Writers

Blog

Careers

Privacy

Terms

About

KnowableGet started

Sign In

Céline Van den Rul
446 Followers

Data Scientist ǀ Natural Language Processing & Social Media Analytics ǀ Twitter: @celine_vdr

Follow
More from Medium

Colin Fraser

Pie Charts Are Good

Yashaswi

Shiny and its Usage in Data Science and Machine Learning Applications

Matteo Courthoud

in

Towards Data Science

How to Compare Two or More Distributions

Timothy Eastridge

Getting Started with R and RStudio

Help

Status

Writers

Blog

Careers

Privacy

Terms

About

KnowableGet started

Sign In

Céline Van den Rul
446 Followers

Data Scientist ǀ Natural Language Processing & Social Media Analytics ǀ Twitter: @celine_vdr

Follow
More from Medium

Colin Fraser

Pie Charts Are Good

Yashaswi

Shiny and its Usage in Data Science and Machine Learning Applications

Matteo Courthoud

in

Towards Data Science

How to Compare Two or More Distributions

Timothy Eastridge

Getting Started with R and RStudioGet started

Sign In

Céline Van den Rul
446 Followers

Data Scientist ǀ Natural Language Processing & Social Media Analytics ǀ Twitter: @celine_vdr

Follow
More from Medium

Colin Fraser

Pie Charts Are Good

Yashaswi

Shiny and its Usage in Data Science and Machine Learning Applications

Matteo Courthoud

in

Towards Data Science

How to Compare Two or More Distributions

Timothy Eastridge

Getting Started with R and RStudioGet started

Sign InGet started

Sign InGet startedGet startedGet startedCéline Van den Rul
446 Followers

Data Scientist ǀ Natural Language Processing & Social Media Analytics ǀ Twitter: @celine_vdr

Follow
More from Medium

Colin Fraser

Pie Charts Are Good

Yashaswi

Shiny and its Usage in Data Science and Machine Learning Applications

Matteo Courthoud

in

Towards Data Science

How to Compare Two or More Distributions

Timothy Eastridge

Getting Started with R and RStudioundefinedCéline Van den RulCéline Van den Rul446 Followers446 FollowersData Scientist ǀ Natural Language Processing & Social Media Analytics ǀ Twitter: @celine_vdrFollowFollowFollowMore from Medium

Colin Fraser

Pie Charts Are Good

Yashaswi

Shiny and its Usage in Data Science and Machine Learning Applications

Matteo Courthoud

in

Towards Data Science

How to Compare Two or More Distributions

Timothy Eastridge

Getting Started with R and RStudioMore from Medium

Colin Fraser

Pie Charts Are Good

Yashaswi

Shiny and its Usage in Data Science and Machine Learning Applications

Matteo Courthoud

in

Towards Data Science

How to Compare Two or More Distributions

Timothy Eastridge

Getting Started with R and RStudioMore from MediumMore from MediumColin Fraser

Pie Charts Are GoodColin Fraser

Pie Charts Are GoodColin Fraser

Pie Charts Are GoodColin Fraser

Pie Charts Are GoodColin FraserColin FraserColin FraserColin FraserColin FraserColin FraserColin FraserPie Charts Are GoodPie Charts Are GoodPie Charts Are GoodYashaswi

Shiny and its Usage in Data Science and Machine Learning ApplicationsYashaswi

Shiny and its Usage in Data Science and Machine Learning ApplicationsYashaswi

Shiny and its Usage in Data Science and Machine Learning ApplicationsYashaswi

Shiny and its Usage in Data Science and Machine Learning ApplicationsYashaswiYashaswiYashaswiYashaswiYashaswiYashaswiYashaswiShiny and its Usage in Data Science and Machine Learning ApplicationsShiny and its Usage in Data Science and Machine Learning ApplicationsShiny and its Usage in Data Science and Machine Learning Applications",0,20,0,0.26888948642108096,1536,722,1519,9807
